tutinh,kholay,NgayLTC,khung_gio_tao_don,ly_do_tre_12h,sellername,vol_ltc,tuan,vung,ot,Tuần,AM
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,September Boutique Closet,1,21,NTB,1,W21,Phạm Bá Thành Công
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-22,1.Tạo trước 9h,0.Ontime OPR,VUA TỦ THUỐC,2,21,NTB,2,W21,Nguyễn Lê Nguyên Vũ
Lâm Đồng,Bưu cục Ngô Thỳ Sỹ - Đà Lạt - Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,2.Khách hẹn lại,ĐẶC SẢN XỨ ĐÀ LẠT,2,21,NTB,0,W21,#N/A
Ninh Thuận,Bưu Cục 254A Đường 21 tháng 8-Phan Rang-Tháp Chàm-Ninh Thuận,2026-05-22,3.Tạo sau 19h,4.Khác,Cây giống nha đam,1,21,NTB,0,W21,Nguyễn Duy Long
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Hiền hiền đồ bầu 2,1,21,NTB,1,W21,Phạm Bá Thành Công
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-21,3.Tạo sau 19h,0.Ontime OPR,shop B&B....,13,21,NTB,13,W21,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-05-21,3.Tạo sau 19h,2.Khách hẹn lại,Chị Ba Bán Dừa,1,21,NTB,0,W21,Hồng Bích Nga
Lâm Đồng,Bưu Cục 190/11 Phù Đổng Thiên Vương-Phường 8-Đà Lạt-Lâm Đồng,2026-05-21,1.Tạo trước 9h,4.Khác,Ngọc Phúc Food-Đặc sản Đà Lạt,5,21,NTB,0,W21,Lê Văn Trường
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Trà Tằng Vĩnh An Lâm Đồng,22,21,NTB,22,W21,Nguyễn Lê Nguyên Vũ
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Gấm phan,13,21,NTB,13,W21,Hồng Bích Nga
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Thiên Phước Aqua,62,21,NTB,62,W21,Lê Minh Đại
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,KÊNH CỦA CHANG,5,21,NTB,5,W21,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục 46 Hùng Vương-Hàm Tân-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,2.Khách hẹn lại,THANH THUYẾT GANA,1,21,NTB,0,W21,Cao Thị Thanh Thủy
Khánh Hòa,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa,2026-05-21,3.Tạo sau 19h,4.Khác,Khánh Trần.,1,21,NTB,0,W21,Nguyễn Hoàng Phi
Lâm Đồng,Bưu Cục Lê Hồng Phong-Liên Hiệp-Đức Trọng-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Minipijama001,13,21,NTB,13,W21,Võ Tấn Lợi
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-21,1.Tạo trước 9h,4.Khác,Áo Thun Oh Là La,1,21,NTB,0,W21,Phạm Bá Thành Công
Khánh Hòa,Bưu Cục Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-05-21,3.Tạo sau 19h,4.Khác,Nguyễn Ngọc Nam @.,1,21,NTB,0,W21,Nguyễn Hoàng Phi
Đắk Nông,Điểm Xử Lý Hàng Thôn 2-Xã Nhân Cơ-Đắk Nông,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Nông Nghiệp 4 Mùa,1,21,NTB,1,W21,Trần Văn Phước
Bình Thuận,Bưu Cục 585 Nguyễn Tất Thành-Xã Lương Sơn-Bình Thuận,2026-05-22,1.Tạo trước 9h,4.Khác,Cherry shop 94,1,21,NTB,0,W21,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Bông Natural,10,21,NTB,10,W21,Nguyễn Lê Nguyên Vũ
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-22,3.Tạo sau 19h,0.Ontime OPR,TUAN LE CLOTHING,8,21,NTB,8,W21,Cao Thị Thanh Thủy
Ninh Thuận,Bưu Cục 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Xưởng gia công các loại,3,21,NTB,3,W21,Nguyễn Duy Long
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,ShopVinhThuySang,2,21,NTB,2,W21,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-21,2.Tạo từ 9h-19h,3.Không liên lạc được,HPHouse,1,21,NTB,0,W21,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Shop phụ kiện loa rừng,17,21,NTB,17,W21,Huỳnh Tấn Hiền
Lâm Đồng,Bưu cục Ngô Thỳ Sỹ - Đà Lạt - Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,1.Gan_tre,ĐẶC SẢN XỨ ĐÀ LẠT,2,21,NTB,0,W21,#N/A
Bình Thuận,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,phụ tùng Lê Trung.,4,21,NTB,4,W21,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-21,1.Tạo trước 9h,0.Ontime OPR,Nhà Phân Phối Ngọc Phúc,2,21,NTB,2,W21,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,HKD MINH PHUC 2,2,21,NTB,2,W21,Nguyễn Lê Nguyên Vũ
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-21,1.Tạo trước 9h,0.Ontime OPR,LUNASTORES SHOPss,1,21,NTB,1,W21,Nguyễn Lê Nguyên Vũ
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-21,1.Tạo trước 9h,4.Khác,DALAT ATISO,4,21,NTB,0,W21,Lê Minh Đại
Bình Thuận,Bưu Cục 585 Nguyễn Tất Thành-Xã Lương Sơn-Bình Thuận,2026-05-22,1.Tạo trước 9h,4.Khác,Oanh Thái đồ mặc nhà,1,21,NTB,0,W21,Nguyễn Ngọc Khánh
Bình Thuận,Bưu cục Thị Trấn Liên Hương-Tuy Phong-Bình Thuận,2026-05-21,3.Tạo sau 19h,4.Khác,Hoa mười giờ Bình Thuận,6,21,NTB,0,W21,Nguyễn Duy Long
Lâm Đồng,Bưu cục Đinh Văn-Lâm Hà-Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Trang lub,2,21,NTB,2,W21,Huỳnh Thị Kim Chi
Khánh Hòa,Bưu Cục Phước Đồng-Nha Trang-Khánh Hoà,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,nnguyenthihongmy,5,21,NTB,5,W21,Thái Thị Thanh Thư
Khánh Hòa,Bưu Cục Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Nông Ngư Cơ,1,21,NTB,1,W21,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Đường Trần Lê-Cát Tiên-Lâm Đồng,2026-05-21,1.Tạo trước 9h,0.Ontime OPR,Since1997 Pyjama Bigsize,2,21,NTB,2,W21,#N/A
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,2.Khách hẹn lại,Hongthu.shop,1,21,NTB,0,W21,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,phụ Liệu Tóc Mỹ Phẩm Diễm,1,21,NTB,1,W21,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,2.Khách hẹn lại,YODY Official,2,21,NTB,0,W21,Lê Minh Đại
Khánh Hòa,Bưu Cục Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Nem Chả Hùng Phụng Ninh Hoà,20,21,NTB,20,W21,Phạm Bá Thành Công
Ninh Thuận,Bưu Cục 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,2026-05-21,1.Tạo trước 9h,4.Khác,Xưởng gia công các loại,9,21,NTB,0,W21,Nguyễn Duy Long
Đắk Nông,Bưu Cục Hùng Vương-Nghĩa Trung-Gia Nghĩa-Đắk Nông,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,lalamocmien1,182,21,NTB,182,W21,Trần Công Hậu
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Thực Phẩm TP,27,21,NTB,27,W21,Phạm Bá Thành Công
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,FOUR EYES STUDIO,7,21,NTB,7,W21,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,YODY Official,2,21,NTB,2,W21,Lê Minh Đại
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-21,3.Tạo sau 19h,4.Khác,TẠP HOÁ PHỐ BIỂN,3,21,NTB,0,W21,Cao Thị Thanh Thủy
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,TiBi Xây Dựng 2,2,21,NTB,2,W21,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục 300 Tự Phước-Đà Lạt-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,ÁO GIÁP MOBILE store,2,21,NTB,2,W21,Lê Văn Trường
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-21,1.Tạo trước 9h,4.Khác,Chậu Gỗ Lũa Tự Nhiên,1,21,NTB,0,W21,Huỳnh Tấn Hiền
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-21,1.Tạo trước 9h,4.Khác,Nông trại Hoàng Yến,4,21,NTB,0,W21,Nguyễn Duy Long
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Nông trại Hoàng Yến,2,21,NTB,2,W21,Nguyễn Duy Long
Bình Thuận,Bưu Cục 46 Hùng Vương-Hàm Tân-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,xưởng binbin shop,5,21,NTB,5,W21,Cao Thị Thanh Thủy
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Quỳnh Võ,1,21,NTB,1,W21,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Cái Tiệm Áo Thun TEETREND,1,21,NTB,1,W21,Phạm Bá Thành Công
Lâm Đồng,Bưu cục Ngô Thỳ Sỹ - Đà Lạt - Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,ĐẶC SẢN XỨ ĐÀ LẠT,4,21,NTB,4,W21,#N/A
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-21,1.Tạo trước 9h,4.Khác,Mồi Cóc Trương Lê,6,21,NTB,0,W21,Phạm Bá Thành Công
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Cửa Tiệm Yêu Thương Văn Khánh,1,21,NTB,1,W21,Nguyễn Lê Nguyên Vũ
Khánh Hòa,Bưu Cục Thôn Long Hoà-Vạn Long-Vạn Ninh-Khánh Hoà,2026-05-21,1.Tạo trước 9h,2.Khách hẹn lại,Tạp Hóa Nhà Nông Anh Nguyên,1,21,NTB,0,W21,Phạm Bá Thành Công
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,@trangsucnhienvo,1,21,NTB,1,W21,Nguyễn Duy Long
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Trần Hữu Tạo,4,21,NTB,4,W21,Lê Thanh Nhựt
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-22,1.Tạo trước 9h,4.Khác,SALA Gốm Chăm,1,21,NTB,0,W21,Nguyễn Duy Long
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,VTNN Việt Minh Xanh,1,21,NTB,1,W21,Hồng Bích Nga
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-21,2.Tạo từ 9h-19h,3.Không liên lạc được,Maihoa vetc Đăk nông,1,21,NTB,0,W21,Trần Thị Nhung
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-21,1.Tạo trước 9h,4.Khác,Mẹ Và Bé Tuyết Trang,3,21,NTB,0,W21,Trần Thị Nhung
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Đồ ngâm Huế,8,21,NTB,8,W21,Nguyễn Duy Long
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-22,1.Tạo trước 9h,1.Gan_tre,FOUR EYES STUDIO,2,21,NTB,0,W21,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Nông Cơ Trọng Tiến,1,21,NTB,1,W21,Hồng Bích Nga
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Phụ Tùng Trung Thành,2,21,NTB,2,W21,Hồng Bích Nga
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-21,2.Tạo từ 9h-19h,2.Khách hẹn lại,DEROSEA Vietnam,32,21,NTB,0,W21,Nguyễn Ngọc Khánh
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Nhang Hiệp Hưng,14,21,NTB,14,W21,Nguyễn Duy Long
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Giặt Tẩy Chính Hãng Store,4,21,NTB,4,W21,Cao Thị Thanh Thủy
Đắk Nông,Bưu Cục 53 Tôn Đức Thắng-Nghĩa Thành-Gia Nghĩa-Đắk Nông,2026-05-22,1.Tạo trước 9h,4.Khác,Zozo Shop 1339,10,21,NTB,0,W21,Trần Văn Phước
Ninh Thuận,Bưu Cục 95 Thống Nhất-Phan Rang-Ninh Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,K SPORT,2,21,NTB,2,W21,Nguyễn Duy Long
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-21,1.Tạo trước 9h,0.Ontime OPR,Văn Thức Shop 49,5,21,NTB,5,W21,Huỳnh Tấn Hiền
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Shop Đồ Thờ Cúng 86,1,21,NTB,1,W21,Lê Thanh Nhựt
Đắk Nông,Bưu Cục 53 Tôn Đức Thắng-Nghĩa Thành-Gia Nghĩa-Đắk Nông,2026-05-21,3.Tạo sau 19h,4.Khác,NAMI SHOP 3968,3,21,NTB,0,W21,Trần Văn Phước
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-22,1.Tạo trước 9h,2.Khách hẹn lại,ĐP Yên Nhiên,2,21,NTB,0,W21,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,SảnPhẩmNôngnghiệp,8,21,NTB,8,W21,Nguyễn Ngọc Khánh
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-21,2.Tạo từ 9h-19h,3.Không liên lạc được,A Lâm Moto – Đồ Chơi Xe,1,21,NTB,0,W21,Trần Thị Nhung
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-22,1.Tạo trước 9h,4.Khác,Nông Nghiệp Thịnh Vượng 30,1,21,NTB,0,W21,Cao Thị Thanh Thủy
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-22,1.Tạo trước 9h,0.Ontime OPR,Giặt Tẩy Chính Hãng Store,1,21,NTB,1,W21,Cao Thị Thanh Thủy
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-21,1.Tạo trước 9h,4.Khác,Street Vibe Store,1,21,NTB,0,W21,Phạm Bá Thành Công
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Ngọc thảo đồ bộ trung niên,2,21,NTB,2,W21,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,petrang0705,1,21,NTB,1,W21,Phạm Bá Thành Công
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-22,1.Tạo trước 9h,4.Khác,ÚT DIỆP TRANG SỨC,3,21,NTB,0,W21,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-05-22,3.Tạo sau 19h,4.Khác,Hàng Nội Địa Nhật Bản Vip,3,21,NTB,0,W21,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Lê Hồng Phong-Liên Hiệp-Đức Trọng-Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,HOÀNG  PP SHOP,13,21,NTB,13,W21,Võ Tấn Lợi
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-22,1.Tạo trước 9h,0.Ontime OPR,DEROSEA Vietnam,80,21,NTB,80,W21,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục 430 Tôn Đức Thắng-Tân Phước-Thị xã La Gi-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,BIU.shop,8,21,NTB,8,W21,Cao Thị Thanh Thủy
Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-05-21,1.Tạo trước 9h,0.Ontime OPR,Quầy Thuốc Huyền My 1,1,21,NTB,1,W21,Thái Thị Thanh Thư
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,TỔNG KHO HÀNG LD,4,21,NTB,4,W21,Hồng Bích Nga
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-22,1.Tạo trước 9h,0.Ontime OPR,Hongthu.shop,3,21,NTB,3,W21,Huỳnh Tấn Hiền
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-21,1.Tạo trước 9h,4.Khác,YẾN BIGSIZE UNISEX,1,21,NTB,0,W21,Nguyễn Duy Long
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,YẾN BIGSIZE UNISEX,1,21,NTB,1,W21,Nguyễn Duy Long
Bình Thuận,Bưu Cục 46 Hùng Vương-Hàm Tân-Bình Thuận,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Bảo vệ cây trồng 86,1,21,NTB,1,W21,Cao Thị Thanh Thủy
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-21,3.Tạo sau 19h,0.Ontime OPR,PHANTHIETFOOD 02,6,21,NTB,6,W21,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 466 Đường 23/10-Nha Trang-Khánh Hòa,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Shop Đồ Bộ Hằng,6,21,NTB,6,W21,Phan Đình Duy
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-22,3.Tạo sau 19h,0.Ontime OPR,Văn Thức Shop 49,16,21,NTB,16,W21,Huỳnh Tấn Hiền
Đắk Nông,Bưu Cục Quốc Lộ 14-Đức An-Đắk Song-Đăk Nông,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,1990 CAFE,1,21,NTB,1,W21,Trần Thị Nhung
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-22,1.Tạo trước 9h,4.Khác,Gia dụng VIệt - Cozy Home,3,21,NTB,0,W21,Phạm Bá Thành Công
Khánh Hòa,Bưu Cục Thôn Xuân Hoà 1-Ninh Hoà-Khánh Hoà,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,shopthucpham247,2,21,NTB,2,W21,Phạm Bá Thành Công
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,VĂN PHÒNG PHẨM PHƯƠNG ANH,2,21,NTB,2,W21,Cao Thị Thanh Thủy
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-22,1.Tạo trước 9h,4.Khác,VĂN PHÒNG PHẨM PHƯƠNG ANH,4,21,NTB,0,W21,Cao Thị Thanh Thủy
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,GinKun shop,1,21,NTB,1,W21,Trần Thị Nhung
Lâm Đồng,Bưu cục Ngô Thỳ Sỹ - Đà Lạt - Lâm Đồng,2026-05-21,2.Tạo từ 9h-19h,2.Khách hẹn lại,Hoa cảnh Phúc An,5,21,NTB,0,W21,#N/A
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-21,1.Tạo trước 9h,4.Khác,Nguyễn Thanh Farm,3,21,NTB,0,W21,Trần Thị Nhung
Khánh Hòa,Bưu Cục Phước Đồng-Nha Trang-Khánh Hoà,2026-05-22,1.Tạo trước 9h,4.Khác,Trum tang vong 1,3,21,NTB,0,W21,Thái Thị Thanh Thư
Khánh Hòa,Bưu Cục Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Tiệm scrunchie nhà quyt.s,3,21,NTB,3,W21,Nguyễn Hoàng Phi
Khánh Hòa,Bưu Cục Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-05-22,3.Tạo sau 19h,4.Khác,In Ảnh Tráng Gương Kim Yến,1,21,NTB,0,W21,Nguyễn Hoàng Phi
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Mẹ Và Bé Tuyết Trang,3,21,NTB,3,W21,Trần Thị Nhung
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-05-22,3.Tạo sau 19h,4.Khác,KhuVườnTrênMây,15,21,NTB,0,W21,Hồng Bích Nga
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Hàng Nội Địa Nhật Bản Vip,3,21,NTB,3,W21,Phạm Bá Thành Công
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Tiệm nhà của Moon,22,21,NTB,22,W21,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,Trà Tằng Vĩnh An Lâm Đồng,33,21,NTB,33,W21,Nguyễn Lê Nguyên Vũ
Khánh Hòa,Bưu Cục Phước Đồng-Nha Trang-Khánh Hoà,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Duonguyen2212,6,21,NTB,6,W21,Thái Thị Thanh Thư
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-22,3.Tạo sau 19h,4.Khác,Tiệm nhà của Moon,4,21,NTB,0,W21,Nguyễn Ngọc Khánh
Đắk Nông,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông,2026-05-21,2.Tạo từ 9h-19h,0.Ontime OPR,Thú Y Vũ Hào,2,21,NTB,2,W21,Trần Thị Nhung
Lâm Đồng,Bưu Cục 44B Nguyễn Đình Chiểu-Đạ Teh-Lâm Đồng,2026-05-22,1.Tạo trước 9h,0.Ontime OPR,Điện Máy Tổng Hợp 24h,40,21,NTB,40,W21,#N/A
Lâm Đồng,Bưu Cục 190/11 Phù Đổng Thiên Vương-Phường 8-Đà Lạt-Lâm Đồng,2026-05-22,2.Tạo từ 9h-19h,0.Ontime OPR,TienHan2510,1,21,NTB,1,W21,Lê Văn Trường
